,id,album,artist,explicit,popularity
9032,1XXap6J0Hs7hfWsCXuoDh9,Ned Kelly,Mezzosangue,True,18
9033,3i13M7oXNa1a2rShWzdM8C,Fatti sentire,Laura Pausini,False,27
9034,43Jg7TmCatQqThtP0dKxgv,Fatti sentire,Laura Pausini,False,22
9035,56uC5ImDbAvGuTX9h0yMyd,Fatti sentire,Laura Pausini,False,21
9036,4kYLcbZZlQ14X8MdMTbECm,Fatti sentire,Laura Pausini,False,13
9037,5510JJEJ5jKWpXFho2p7dL,Love,Robin Stjernberg,False,32
9038,20596G5wwwobbgqBTGNjOZ,Suburb Hero,Endre Nordvik,False,33
9039,1SKPmfSYaPsETbRHaiA18G,Hopes And Fears,Keane,False,78
9040,1OwHOfTeJkdRhdqq93y2XV,Chaos And The Calm,James Bay,False,54
9041,07qlsG6DYRLBbovwca9Vbr,Dreamer,Michael Schulte,False,59
9042,51cdazVlYWqmnsfrVaeTeG,Wild Wild Wonderland,Saara Aalto,False,34
9043,41gxXNTTz6LNVY2LIKoRHn,Nobody But You,Cesar Sampson,False,44
9044,39qWzdNJSioJzfemhwXtDw,Bones,Equinox,False,42
9045,0a4eEfoZEYCXte9Zk1r7YG,Under the Ladder,MÉLOVIN,False,0
9046,7mQTKBtkGebPMHJ2DO3HM3,The World Can Wait,Waylon,False,36
9047,5vFiuwlEfEcEwPvS5e1icS,When We're Old (Eurovision 2018),Ieva Zasimauskaitė,False,38
9048,6uGufhlVJxOJAb18PnbGHg,Monkey,Malaka,False,0
9049,0bKdC0xCobWOve76U8WKF6,No Vacancy,Rhys,False,27
9050,4ydjWewtBfwBb9hpvNlvgi,Ride,Mwuana,True,25
9051,539qbBZQ1QgBpshQFd5sp3,Call On Me,Kim Cesarion,False,25
9052,0OPDy5tE0kRLAwlAFnAwOU,Dig Deep,Lxandra,False,35
9053,0GSguwVydcDTrHPoQsS8FU,Rats,Ghost,False,0
9054,2K0RJnsnYThPVcJzaxDhyO,Du & Jag För Aldrig,Albin Johnsén,False,0
9055,0ftCPVAo6loYGo0hEWY6Ky,Vera,JUNG,False,36
9056,53jbdPQBaH6WaQvW0zmGBs,Talia,King Princess,False,65
9057,2qRsGYfnSs1mSqnlI681Cy,Du & Jag För Aldrig,Albin Johnsén,False,0
9058,5yPqI0naJoENMs29O6wyyP,Crepes And Cones (Ya Dun Know),"Krept & Konan, MoStack",True,40
9059,1JVfH5df0ZKkC7HA3rn8Da,Moves (feat. Yasin),"Imenella, Yasin",False,0
9060,3wosbE0ntJ3yqUVLUUuTFM,Wicked,GRANT,False,17
9061,4LvdsrsTa8uTW5uu2cVUya,Next to Me (feat. MPH),"Dog Collective, MPH",False,0
9062,7ivouaHYYikXDehCP2h3vv,#B3,RK,False,0
9063,04dNBM7zkRT00to5FrLzru,YES (feat. 2 Chainz),"Louisa, 2 Chainz",False,45
9064,2NPiBHafyMwJXvSemJ2S0F,Ellie,"Regi, Jake Reese",False,0
9065,2JiUqEfbXnxc6eJCuxfIkn,Rewind,Like Mike,True,11
9066,6SkeXwlWEHhjSZPNVSpJae,If I Know Me,"Morgan Wallen, Florida Georgia Line",False,0
9067,79LAFAkR1ATb4iIQvZuCL0,What Makes You Country,Luke Bryan,False,63
9068,6sA95SijiC9kut5hChnfBK,Argentario,Carl Brave x Franco126,False,0
9069,1G2mTKBaorGorfCkaTgCyT,Polaroid,Carl Brave x Franco126,False,0
9070,2Q6SHhziqbkmG9Ab8QFWrI,Fabrizio De André Opere Complete,Fabrizio De André,False,47
9071,2x8ukHCsfOs7zedXLUsVP7,Toppen Af Poppen 3 - Synger SANNE SALOMONSEN,Mads Langer,False,48
9072,5ljDRYaFEZy9INmM8Fl81e,"My Life Is Going On (Cecilia Krull vs. Gavin Moss) [Música Original de la Serie de TV ""La Casa de Papel""]","Cecilia Krull, Gavin Moss",False,0
9073,667RpixwEumqApRJRDzHWj,Ingen som hör - EP,Lamix,False,21
9074,0ApnR96y31RLTJqw9x3j9Q,Essere Qui,Emma,False,0
9075,1n5JxNpZwqpi1JCU3d7pfi,The Best of Ronnie Drew,Ronnie Drew,False,34
9076,54DmRTsE2YlhxxdO82DiJX,The Best of Luke Kelly,Luke Kelly,False,42
9077,1KtcDB9IGKJEMmeQruWnNu,The Sharon Shannon Collection 1990-2005,Sharon Shannon,False,38
9078,5Cs37m6r609nGjzOQEqZ1X,The Sharon Shannon Collection 1990-2005,"Sharon Shannon, Steve Earle",False,50
9079,1muPg6TqHwhO34yqYjDZE2,Paradise in the Picture House,The Stunning,False,0
9080,5OQGeJ1ceykovrykZsGhqL,In Blue,The Corrs,False,70
9081,15jKO24B5zoRUYO21ZNrxd,"Trains, Boats and Planes",The Frank And Walters,False,0
9082,2AMHDHBuhSvcEhbv5IVSB1,The High Kings,The High Kings,False,51
9083,5P7ZqIYs1WElKOXk7Sz4ML,Bad Reputation (Expanded Edition),Thin Lizzy,False,0
9084,4XdGH8bhfY2gW0fwkPvDK5,Live At The Point,Christy Moore,False,44
9085,43y9QUCHE4zH2ro8iYoYaS,In A Perfect World,Kodaline,False,0
9086,7ec55GDkRIBmsI8XKrG1lu,Different Class / Deluxe Edition,Pulp,False,0
9087,5q4l9EBUjYJ8tzpkVm3kRN,Be A Girl,The Wannadies,False,0
9088,1Cwsd5xI8CajJz795oy4XF,Maybe You've Been Brainwashed Too,New Radicals,False,74
9089,1d6KS9GH06JAd19uiBy9IE,Jagged Little Pill (2015 Remaster),Alanis Morissette,False,71
9090,5MpHIqC75MbPp1PFkljSFz,Storm,SuRie,False,37
9091,5tNSU1bJKn1S42NyGSzShg,Tu Canción,"Amaia, Alfred García",False,43
9092,0ThWw4Mty8Sb0mzaXyFvt8,My Lucky Day,DoReDoS,False,36
9093,1SI3Ukzq9vbi6d50pnczCN,Non mi avete fatto niente (ESC Version),"Ermal Meta, Fabrizio Moro",False,38
9094,32GxSibwrYAGW4ZZ45CGHA,La Forza,Elina Nechayeva,False,38
9095,28J9JZ6boWgzviW7Ut3TMN,Hvala Ne,Lea Sirk,False,32
9096,7kopFAa8tHmRUltuTPckdY,Chapter One,"Gromee, Lukas Meijer",False,40
9097,0K8tVfNLsVbYrYdNYmWqAa,Source,Lucas & Steve,False,51
9098,7i4FrliOhykU6yxoue8Y9e,Nova Deca,Sanja Ilic & Balkanika,False,30
9099,5hC0zQNulh7R4R8pM6gCJ9,Viszlát nyár (Eurovision Song Contest 2018),AWS,False,37
9100,6fbY4PL1W2ew1M3SwCHL2j,Oniro Mou,Yianna Terzi,False,0
9101,6PV9CN9a7wHYPQvlXqkWwM,O Jardim,"Cláudia Pascoal, Isaura",False,38
9102,35zrlBOjpfDPMcZzglWOuV,Thought Contagion,Muse,False,0
9103,6cfHjCMFEhFMO9Pus8pPNL,Morale 2luxe,"Roméo Elvis, Le Motel, VYNK",True,0
9104,1YYiSu1ifqKg2p2mqP1FQJ,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9105,7tC60AlMNoyrpHyX8CKLdA,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9106,5ChCV1O1p1b7yjGN0Z4ZsF,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9107,6d866HZjrYeAlYaoQZlNUR,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9108,1b8YVQr4wBJcMMl15yftM0,Morale 2luxe,"Roméo Elvis, Le Motel, VYNK",True,0
9109,7kaXX0Uv5LX7McEYrkGYaS,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9110,7GwGMxpIM0HPjF4zAMXfY8,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9111,0Uq7F0WL6YsFnilT3z8wyV,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9112,5jvMFgui872LyuUqIWmxaR,Morale 2luxe,"Roméo Elvis, Le Motel, VYNK",True,0
9113,7yeNCRqvnoAskALhUuSxwi,Say A',A Boogie Wit da Hoodie,True,0
9114,41cpvQ2GyGb2BRdIRSsTqK,Moon River,Frank Ocean,False,67
9115,4JU8rD8kPlkJAJyNTd3G9u,Hvor Var Du,SunCity,False,27
9116,2xqm8uxboTVWsf1gqjSndq,Boys,De Danske Hyrder,True,18
9117,4pDu8wbSAMbPTUdOZbDJdy,Nemt Nok,BaseBoys,False,0
9118,178N9KIyxCaqL3cNXjXhqa,Comme en 96,La Fouine,True,26
9119,1cOwF53LSRCq3D2BnTj9CU,Morale 2,"Roméo Elvis, Le Motel",True,0
9120,17TTJAneEivovovnQgejbD,Morale 2luxe,"Roméo Elvis, Le Motel",True,0
9121,1SLikaDhWhhhnLJC58bkFI,Me And My Gang (International Version),Rascal Flatts,False,0
9122,3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),"Pitbull, Kesha",False,81
9123,1eQuRtkMEPhf2DGzpBVTE6,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,False,0
9124,2XapuT0KLcIYHMgfDdBTBE,48HRS,Disciples,False,48
9125,1P6p83zUu3kQoOktOcMpfh,"Live 2010 - Zenith Paris, 22.03.10",The Cranberries,False,50
9126,484sAt8h6YYMXNuBV2oT83,Bury The Hatchet,The Cranberries,False,0
9127,7hRM2EHbeVZl4fPSK2XxOO,Bye Bye,Annalisa,False,47
9128,2oTsuWpOmneRx8vLjelaIY,Guersace (RMX) feat. Enzo Dong,"Guè, Enzo Dong",False,31
9129,0lDCV3uioGD6OqvEpldM6M,"Bella, Prof!",Lorenzo Baglioni,False,28
9130,2NIcdkDEPCxnfLjxiTi4d0,Polaroid,Carl Brave x Franco126,False,0
9131,3hk0Pei2X59dL6WXc2u4d1,Fantastico (Fai quello che sei),Laura Pausini,False,20
9132,0Fxzpm21BMSCz72LhXuP2D,Polaroid,Carl Brave x Franco126,False,0
9133,6MjljecHzHelUDismyKkba,Everytime We Touch,Cascada,False,0
9134,2EzRdhuoPyNJDlep7lnNf2,Dembow,Danny Ocean,False,72
9135,1iEl2JkciBjbJWP2T1ipXj,You're Not Alone,Kristofer Greczula,False,44
9136,2mxMAO4LKIjzmtsGpNJgk5,Too Many Friends,Hearts & Colors,False,0
9137,6aHIii9byYmy1wdAR3BTmo,Ingen som hör - EP,Lamix,False,26
9138,0jb8yv9BI9BEOPDBXiwTnc,Bed Of Roses (feat. Stanaj),"Afrojack, Stanaj",False,41
9139,19SEn5eUuuixwxFPNtrq7D,Kids in Love (Remixes),"Kygo, Sasha Alex Sloan, Gucci Mane",False,45
9140,3kE3u6ZqtcNbebDOD5RcIe,Us,Carlie Hanson,True,0
9141,1iBOPEE6fIMsl7GMMcEyCF,I,"Felix Jaehn, R. City, Bori",False,0
9142,2kyqhk89j9JFU0qQjHQx8l,Ingen som hör,Lamix,False,24
9143,6ul5rJwxLOEqGwIjeIfPD6,Avsändare okänd,Tomas Andersson Wij,False,18
9144,1WVTi93gt1EofX4H7pmxTP,Smoke,Sam Fischer,False,49
9145,6ixew2pvjH0r0D927F2Ldd,Pull Up (Aden & Asme Remix),"Afro B, Aden, Asme",False,0
9146,4bZOVCf1wiNELuCH34rFDl,Appartement 105,KeBlack,False,61
9147,7tkPXzF891ysjsAi6wVaBb,Speak Your Mind (Deluxe),Anne-Marie,False,0
9148,4LHYOYpyrXqGNNkRopk1tB,På Vingerne,MGP Allstars 2018,False,25
9149,2nQL2D6U2TVVYLcrz3H4eT,Runaway,Oscar and the Wolf,False,0
9150,5huOzlgCK7PsMSG4TFBvKY,Let The Record Play,Moon Taxi,False,59
9151,7H1IlHp5riQwllzTM4GNdQ,Vågor & Fåglar,"Aden, Asme",True,0
9152,2bVyCCdGIsK0LRixdRwZjT,Faster Than Lightning,"Ben Mitkus, Chris Willis",False,14
9153,6aNIlLxN1xMNi5XH4Di6NP,Bury The Hatchet,The Cranberries,False,0
9154,3Wu17lhMCfHUCmMvV2ADgF,Stars: The Best Of The Cranberries,The Cranberries,False,0
9155,4oGuHZ966kmCmt3DRVxjXw,Something Else,The Cranberries,False,54
9156,64K59eXIB1py8mX0TvO7Eh,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,False,0
9157,5nV81gotN98f8tB2KIPR6M,Something Else,The Cranberries,False,47
9158,1B1OR4xi0FxtKqmufi41fn,To The Faithful Departed,The Cranberries,False,0
9159,5rBbshSe88Swm9seMM8cAY,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,False,0
9160,7aCCLY4J057OTeqboSayhu,To The Faithful Departed,The Cranberries,False,0
9161,3HWlJu9sa7viLF72eMnrlP,Something Else,The Cranberries,False,43
9162,1qylvO4iCIZZcqc4TqSjTZ,Something Else,The Cranberries,False,64
9163,0leHsIGDnnUcFyjVwqkUly,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,False,0
9164,1I4kRCjNKbF3LdRGUdU8QW,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,False,0
9165,0tBbt8CrmxbjRP0pueQkyU,Wolves,"Selena Gomez, Marshmello",False,81
9166,1wsf1YFQSYND45y0GzJmf7,Yes Indeed,"Lil Baby, Drake",True,0
9167,3jGYpYY6jm48GArqKDnuwG,Activated,"Tee Grizzley, Chris Brown",True,60
9168,7oJrVhiTPZGBXWPwhxjy9S,Life of a Dark Rose,Lil Skies,True,75
9169,3yfSrrTGBh63iLujWUlM9I,MGP 2018,Melissa & Victoria,False,31
9170,7MCMdI90pcAWXaR3JIjwgV,MGP 2018,Celina,False,24
9171,5k7Yx6s6eSVsbq4UZ0H6so,MGP 2018,Toby Oby,False,20
9172,7L1OJfQD5CEYevn6nGwlfi,MGP 2018,The Angels,False,20
9173,09Yi4gsbaeng1kWcxnV9up,MGP 2018,A & T,False,21
9174,7em9eQCyvvVO5ZrhjlUq54,MGP 2018,"Ella, Karla & Sidsel",False,25
9175,21grMZ55ojUQr5pb26p0q1,MGP 2018,The One & Only Boyband,False,19
9176,1ZXFZ22tJj0V28COpuMuO9,MGP 2018,Milo,False,20
9177,1nLX044aR4i5KxXB4ABQUA,Butterfly Effect,Mr.Rain,False,48
9178,0i28cK7jh7pamrtLkjYe34,2nd demo,Noah Carter,False,0
9179,0Wb4u3XWgnUeNBFZdqOxGu,2nd demo,Noah Carter,False,0
9180,5nGsHj4Iz7EYlRtBo1xOtV,2nd demo,Noah Carter,False,0
9181,0GnfDWjt9Y1HfrBKg36rVP,2nd demo,Noah Carter,False,0
9182,5eubpzVXI0wykj5ZEksqMl,2nd demo,Noah Carter,False,0
9183,16wtcA8wd3CCCbLhilpFTz,2nd demo,Noah Carter,False,0
9184,2gdvNEPjzBxitklpPZbgvv,2nd demo,Noah Carter,False,0
9185,41jkecwJA8zRkzVHbah4cF,2nd demo,Noah Carter,False,0
9186,0cts0MTNF3lvWvrd6xaRlS,2nd demo,Noah Carter,False,0
9187,4skKwa9fvuJB73DyQpycvX,2nd demo,Noah Carter,False,0
9188,6VugUZ4n1v1ESFVuNRrPYx,2nd demo,Noah Carter,False,0
9189,2KY0mo41qC45buu2OOUhyh,2nd demo,Noah Carter,False,0
9190,2vQFU89Ax4ZXdNFPHoGuds,Hurt Somebody,"Noah Kahan, Julia Michaels",False,0
9191,62SEt25NCNsBP37cxwNg49,Plug Walk (feat. Dark Polo Gang),"Rich The Kid, Dark Polo Gang",True,31
9192,0UUhJ7DGne1u6gyy4SpTDO,Pietà l'è morta - Canti della resistenza italiana 1,"Interpreti dello spettacolo ""Bella Ciao""",False,48
9193,2LkCpTPyS3zeesJzTil3qZ,Girotondo,"Giusy Ferreri, Federico Zampaglione",False,42
9194,61GQtJQpbY7cM3jh5YdE92,Fenomenale,Gianna Nannini,False,31
9195,1BMiiLHQUmQ23hzsdBmOHn,Pushing Up,"NSG, Not3s",True,46
9196,49eAIPivcw5idA57ZWnp5h,Rewind - The Collection,Craig David,False,52
9197,14Ji9oE887lKQx7NtMnwXV,Rockstar (International Version),Sfera Ebbasta,True,0
9198,7bklDXyWkNYQi6tBXvf9Wo,Rockstar (International Version),"Sfera Ebbasta, Quavo",True,0
9199,10EFwIzj57tG2dqgqgGj1J,Rockstar (International Version),Sfera Ebbasta,True,0
9200,5teCVd6Ve2Vy9HouB8sXRw,Rockstar (International Version),"Sfera Ebbasta, Miami Yacine",True,0
9201,0FS2PFIIP9URAzX5WrXr50,Rockstar (International Version),Sfera Ebbasta,True,0
9202,4RgmBdsVc2CbVJk8UUOhmJ,Rockstar (International Version),"Sfera Ebbasta, DrefGold",True,0
9203,5mvtA7YwZ2JvHkHGkWsKfy,Rockstar (International Version),Sfera Ebbasta,True,0
9204,4vkWC7G3F5b7CPyovOHFcj,Flyga,DON V,True,33
9205,6nN6Gl1fLquXzvIbvjFzDE,Bäst när det gäller,"Gyllene Tider, Linnea Henriksson",False,25
9206,09AKCjXEkNIyDppTnho1WM,Late,"MATTN, HIDDN",False,0
9207,4HbiCvH1R7mVOJ7KY7JQBD,Day69: Graduation Day,6ix9ine,True,64
9208,2eOLBVvaU2ayH65uwlZEeN,SHITOUBEUH,PRIME,True,0
9209,7uKcScNXuO3MWw6LowBjW1,Goodies,"Ciara, Missy Elliott",False,75
9210,1C0pmryC2MdXfa7MZ9uIrU,Stunt,Barenaked Ladies,False,1
9211,0cuq829zRNq4AEdmDJA4aw,Pocket Full Of Kryptonite (Anniversary Edition),Spin Doctors,False,67
9212,1lxYvafUcQ43E8bsQcNAvg,LIT,"Famke Louise, LouiVos",True,29
9213,3PWW2hb1V9z84dX9w6XkiN,Ruins,First Aid Kit,False,43
9214,0AcHbiMs86CCgprvc7E1gs,i Shyne,"Carnage, Lil Pump",True,42
9215,5zZw8cn8WKoplKaeMPSvwi,The Good Side,Troye Sivan,False,0
9216,5eaNEyQKIioVDALBZpPpjx,Salvation,"HEDEGAARD, JRM, Katie Pearlman",False,0
9217,3bjzhBTAZ3UH8Wqdo2zGnQ,Under Jorden,"Sandra Hussein, RH",False,38
9218,0B8NbTS9F1mTEWZiMXieAq,Hva Ska Vi Lave?,"Dayzon, Kwamé",True,26
9219,4qfgGqBsnSwanw9LbgaaJO,Lyserøde Elefanter,"Eiqu, Wawy",False,19
9220,7hjnibe7EtDJPbEobyGlqN,Flexo e faccio move,"Kerim, Nashley",True,27
9221,1dv3ePjze9tPq2pk8eWJdR,Let It Bleed,The Rolling Stones,False,0
9222,1JMnuUr8UJURIXlXkxQu3K,Paracetamolo,Calcutta ,True,31
9223,4BdGO1CaObRD4La9l5Zanz,Sacred Hearts Club,Foster The People,False,73
9224,3zvHOVC4jikl6jORSr6OLE,It's Blitz!,Yeah Yeah Yeahs,False,0
9225,6A4Jc8npNo79BOgsrPptLA,Scream,Rockwell,False,6
9226,1i6N76fftMZhijOzFQ5ZtL,Talking Heads '77 (Deluxe Version),Talking Heads,False,74
9227,5U8hKxSaDXB8cVeLFQjvwx,The Marshall Mathers LP2 (Deluxe),"Eminem, Rihanna",True,0
9228,2dCmGcEOQrMQhMMS8Vj7Ca,Street Songs (Deluxe Edition),Rick James,False,74
9229,1dY8yRtgYVMU2tsG693e2z,Afro Trap Part. 7 (La puissance) [Major Lazer Remix],"MHD, Major Lazer",False,51
9230,0iEblYyTolIyjTZz26n0L5,Rolling Stone,Mylène Farmer,False,21
9231,5rd1IgSMbApoXsVY9aorCV,Dancing,Kylie Minogue,False,38
9232,7050rrS8ipHBjWmNV7PpXs,"Dear Annie, Pt. 1","Rejjie Snow, Aminé, Dana Williams",True,0
9233,0ZzHaHybIKdmiP8koHfZmi,Bengala,Lorenzo Fragola,False,22
9234,4vKltMFviBKMdhYu3FDLY0,Machika,"J Balvin, Jeon, Anitta",False,53
9235,7kTl0FBGINuCFMaYDDm68E,Cookie Dough,Brain$,True,13
9236,5cNR4VZQ7jvLal3WNaI5u1,Ruins,First Aid Kit,False,40
9237,460VbsObk5l2FGYxUDtaA6,Ruins,First Aid Kit,False,46
9238,3tetL39HqDX1sPDjfpGUkn,Ruins,First Aid Kit,False,46
9239,4kJxfZCpb3FuppnfasBjN0,Hålla handen (feat. Lykke Li),"Little Jinder, Lykke Li",False,19
9240,2Xvjhf7ZECR2hwaCAcsFgb,Ruins,First Aid Kit,False,43
9241,0RkVrsIWRCFAwommrPOlAB,Ruins,First Aid Kit,False,42
9242,0FGBKBVL24i3p0dCpnKrwR,Ruins,First Aid Kit,False,41
9243,6RLCQkGIeLR7aoaozvheNT,Ruins,First Aid Kit,False,40
9244,5k8aDHJx5kHiFo6PcvNf2Z,Aqualung (feat. Miss Li),"Nause, Miss Li",False,27
9245,5N5eDeqI0bRGUMPB1aEczU,Give 'n' Take,Call Me Loop,False,0
9246,6tCLQ3LO1V9l6qdrrwdV6q,Stay Gold,First Aid Kit,False,60
9247,5X5wqj4OQocNJeb6mbViLT,M A N I A,Fall Out Boy,False,0
9248,1snyEjIGPuTsdcv2MKXRaW,Cheetah Tongue,The Wombats,False,23
9249,1HtMWTyL9dumrYpXcQBjUt,M A N I A,Fall Out Boy,False,0
9250,1p3IwVdURZOKKont78V3lg,M A N I A,Fall Out Boy,True,0
9251,6Gb8ITj8E9Cm9TrYYKBPH0,M A N I A,Fall Out Boy,True,0
9252,4GOoHJ5j014ZDnUKZgzT4U,M A N I A,Fall Out Boy,False,0
9253,0blvP9n45LnHoOwTPBE68x,Brassard,Djadja & Dinaz,True,36
9254,3tvkzvUTF0yoq3pdBi81I0,Scary Hours,Drake,True,0
9255,5N2Xor0ogncj0dR40vBxlN,Blessed II,"Jonna Fraser, Sevn Alias, Frenna",True,0
9256,4oB1XfhISA7jEWzuUoVd9Z,Blessed II,"Jonna Fraser, Boef",True,0
9257,7xmaCmiSOCtQ6nFENK22br,up in this (with Tinashe),"blackbear, Tinashe",True,0
9258,1zv5ce0HHLD90EByNsgBfD,Meaning of Life,Kelly Clarkson,False,51
9259,3V35bKSSm4usoSPjdaRGMx,The Space Between,Majid Jordan,False,56
9260,2EPbvVyo2qrrmeiEm57Cfl,Beach House 3,"Ty Dolla $ign, Future, Swae Lee",True,45
9261,1Mb187X5w3OUQNH6P5M28Y,Beach House 3,"Ty Dolla $ign, YG",True,59
9262,13HoLQw9aLDpp5HIWdBAE5,C'est la vie,Wafande,False,20
9263,2jaoP56WJEz5mhfwJy6ZXR,When I Was Young - EP,MØ,False,35
9264,2wkJryQgu638hvRzD2tjzO,Regn,Marie Key,False,11
9265,0udfCPF9ofn1PqWthz9k5a,Solkongen (Del 1),The Minds Of 99,False,43
9266,0uQSwl18LlIVoHtbAIfxUr,1994,Hamza,True,40
9267,6eqCDammh7QcMdU2lrG6Fr,1994,Hamza,True,42
9268,3cQJqkmISXiv9bfW5eOX4O,1994,Hamza,True,41
9269,0BLjucr4V0mMRhkrCdEZyC,1994,Hamza,True,47
9270,0F1UDr3MEQg6CCyzAZW4Yf,1994,Hamza,True,55
9271,3RjJmDLqsfCgwnJuHCEHMC,1994,Hamza,True,40
9272,0Sej1F5IP1nbhnobPLd1DB,1994,Hamza,True,37
9273,6B5ooYWdQgclLE7xQi8IUa,1994,Hamza,True,38
9274,6PxXlYzkKFRKYEClVq1cqr,NORI,Ronnie Flex,True,25
9275,7HdZY9UJTylIiNcSDFyUDc,Miss You (with Major Lazer & Tory Lanez),"Cashmere Cat, Major Lazer, Tory Lanez",False,59
9276,61T2H6w0ggQdhCvVegLl99,Scary Hours,Drake,False,0
9277,3p0Y1C5jhaqyKW7d9oskXA,Alone,Russ,True,55
9278,6PKxFkewPt55P5ao5tVS5o,Changa,PNAU,False,0
9279,6IhosQhN1ayHO4XP72XFXy,High With Somebody,"Sandro Cavazza, P3GI-13",False,52
9280,2Sqv9Ne6ibOZsKxY7o0t6t,Spotify Singles,KALEO,False,52
9281,2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,False,73
9282,5VnDkUNyX6u5Sk0yZiP8XB,Evolve,Imagine Dragons,False,0
9283,73NbHgUZ51H65Bfo2HFKUi,Evolve,Imagine Dragons,False,0
9284,1NtIMM4N0cFa1dNzN15chl,Evolve,Imagine Dragons,False,0
9285,3889rglwfTAt9Wufp0DlXI,I,"Felix Jaehn, Mike Williams",False,0
9286,6TyXieyAu2z51H6VMPKRI4,Stereo Love,"Edward Maya, Vika Jigulina",False,56
9287,3u5N55tHf7hXATSQrjBh2q,Come Into My Life (The Album),Gala,False,73
9288,69lthMmNtlYX3woh9LK3yx,Tongue N' Cheek (Dirtee Deluxe Edition),"Dizzee Rascal, Laidback Luke",False,0
9289,4IdCX8mGmi8kJD5az6HqRL,Million Voices,Otto Knows,False,0
9290,6kWJvPfC4DgUpRsXKNa9z9,The Sign,Ace of Base,False,73
9291,4LjYRr5U0trGFloVnpgV46,Aubameyang,La Fouine,True,23
9292,197Fa8CFtKbcQGPsFoBY9u,Pass Out,Tinie Tempah,False,44
9293,0OmIjUz6CTA9It6ZqjFOmu,Catch 22,"Junge Junge, Valentine",False,38
9294,625SfHM2FVyyUj3cT8108G,H.O.L.Y.,"Alle Farben, RHODES",False,56
9295,6A7rxFwKFYoSMVZQeBJE30,Playing In The Shadows,Example,False,0
9296,4EVxPIytvBELTxqpUIck59,Turn Around (Hey What's Wrong with You),Phats & Small,False,0
9297,0wzABO1igQsSy8cQ7dIeHK,Aftermath (Remastered),The Rolling Stones,False,0
9298,4sFbojhVXQv7dBC9PVCcRn,Beggars Banquet,The Rolling Stones,False,0
9299,6Gi8vIT6In8RrT2eTKxoVR,Sticky Fingers (Remastered),The Rolling Stones,False,0
9300,6jBUP2KCe821yqf1hiBqPR,"Songs For You, Truths For Me (International Exclusive Bundle)","James Morrison, Nelly Furtado",False,73
9301,6UUzt6LPtVNwy8l6jqu9C9,Gold,"John Travolta, Olivia Newton-John",False,0
9302,77oU2rjC5XbjQfNe3bD6so,Some Girls,The Rolling Stones,False,73
9303,3oHmuf8q94s5eMVb2lGaMp,Guilty,Paloma Faith,False,32
9304,2uEzKoqnEpGsRhSN8D18x9,Dexter Reggie (feat. Famous Dex),"Reggie Mills, Famous Dex, Sfera Ebbasta",True,0
9305,3tyTt5pEWblt96j1HsXiV5,Listen Without Prejudice / MTV Unplugged (Deluxe),George Michael,False,70
9306,2NtjcyTvYQXdUFdzeYyQxG,Never Ever,"All Saints, Unknown",False,48
9307,4CcSw8wQAHYf4XNckayPoc,Diva,Annie Lennox,False,68
9308,4pbyDPjFgfPqFTcIMC8xpK,Sing When You're Winning,Robbie Williams,False,71
9309,6HWGLValLZlHVPjbwEW4Kq,M A N I A,Fall Out Boy,False,0
9310,00TVmX9spquyg0UKuN57l3,M A N I A,Fall Out Boy,False,0
9311,5dY6NfWkgfKCH2E9mt4wcg,M A N I A,Fall Out Boy,True,0
9312,5uMVjsPAVOc8v3iTgVkkrz,M A N I A,Fall Out Boy,False,0
9313,5EI1cqPIMT03bMSy2VDnqP,M A N I A,Fall Out Boy,False,0
9314,7wrDRQgHlvDnimrRHfQZxt,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",True,0
9315,4I9YFbl7wBxgFsRfrV0RLS,Hella Cash,"Josylvio, Zefanio",True,0
9316,2V1nJCtknnPvSFUJ0a7BUk,44 More,Logic,True,0
9317,1Caok88z2uxMiPt4oV055r,DAY69,6ix9ine,True,0
9318,0d2vY2TqqmWPuXUm1vcwa5,DAY69,"6ix9ine, Tory Lanez, Young Thug",True,0
9319,2riK2ngTJvk4gk71b3Hem4,DAY69,"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",True,0
9320,19OxwqcbuDw3Lxy2pKuQFc,DAY69,6ix9ine,True,0
9321,20HMA0hzBero2PHinyDTLk,DAY69,6ix9ine,True,0
9322,0tp63L82d21GTlvZuKSHGY,Nation of Two,Vance Joy,False,53
9323,0S5wFoEf25uoayVm73YeRS,DAY69,6ix9ine,True,0
9324,0GgkpZRxQh7kVbZ5Smgjr0,DAY69,"6ix9ine, Offset",True,0
